,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,hyb_protocol,scan_protocol,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_fax,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,series_id,data_row_count
GSM1116154,['Her2 Sample71 rep1'],['GSM1116154'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Her2 Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Her2', 'batch: 9', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116154/suppl/GSM1116154_BC04_ARN0074_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116155,['CellLine Sample72 rep1'],['GSM1116155'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: BT20', 'cell origin: Breast carcinoma', 'batch: 2', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116155/suppl/GSM1116155_BC16_ARN0001_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116156,['CellLine Sample73 rep1'],['GSM1116156'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: HCC70', 'cell origin: Breast carcinoma', 'batch: 5', 'hybridation: 1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116156/suppl/GSM1116156_BC16_ARN0002_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116157,['CellLine Sample74 rep1'],['GSM1116157'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: HCC1143', 'cell origin: Breast carcinoma', 'batch: 1', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116157/suppl/GSM1116157_BC16_ARN0003_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116158,['CellLine Sample75 rep1'],['GSM1116158'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: HCC1187', 'cell origin: Breast carcinoma', 'batch: 2', 'hybridation: 1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116158/suppl/GSM1116158_BC16_ARN0004_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116159,['CellLine Sample76 rep1'],['GSM1116159'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: HCC1937', 'cell origin: Breast carcinoma', 'batch: 2', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116159/suppl/GSM1116159_BC16_ARN0005_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116160,['CellLine Sample77 rep1'],['GSM1116160'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: MDA-MB-468', 'cell origin: Breast carcinoma', 'batch: 4', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116160/suppl/GSM1116160_BC16_ARN0006_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116161,['CellLine Sample78 rep1'],['GSM1116161'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: HCC38', 'cell origin: Breast carcinoma', 'batch: 3', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116161/suppl/GSM1116161_BC16_ARN0007_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116162,['CellLine Sample79 rep1'],['GSM1116162'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: MDA-MB-231', 'cell origin: Breast carcinoma', 'batch: 5', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116162/suppl/GSM1116162_BC16_ARN0008_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116163,['CellLine Sample80 rep1'],['GSM1116163'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: MDA-MB-436', 'cell origin: Breast carcinoma', 'batch: 1', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116163/suppl/GSM1116163_BC16_ARN0009_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116164,['CellLine Sample81 rep1'],['GSM1116164'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: MDA-MB-157', 'cell origin: Breast carcinoma', 'batch: 5', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116164/suppl/GSM1116164_BC16_ARN0010_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116165,['CellLine Sample82 rep1'],['GSM1116165'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: BT-549', 'cell origin: Breast carcinoma', 'batch: 4', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116165/suppl/GSM1116165_BC16_ARN0011_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116166,['CellLine Sample83 rep1'],['GSM1116166'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: Hs 578T', 'cell origin: Breast carcinoma', 'batch: 3', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116166/suppl/GSM1116166_BC16_ARN0012_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116167,['CellLine Sample84 rep1'],['GSM1116167'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: MCF-12A', 'cell origin: Breast mammary gland', 'batch: 3', 'hybridation: 1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116167/suppl/GSM1116167_BC16_ARN0014_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116168,['CellLine Sample85 rep1'],['GSM1116168'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human CellLine'],['Homo sapiens'],['9606'],"['cell line: 184B5', 'cell origin: Breast mammary gland', 'batch: 1', 'hybridation: 1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116168/suppl/GSM1116168_BC16_ARN0015_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116169,['Normal Sample86 rep1'],['GSM1116169'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Normal'],['Homo sapiens'],['9606'],"['diagnosis: None (normal)', 'tumor subtype: N/A', 'batch: 1', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116169/suppl/GSM1116169_BC16_ARN0018_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
